image_name,xmin,ymin,xmax,ymax
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,88,78,117,164
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,98,23,112,60
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,112,170,138,211
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,138,246,188,415
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,156,197,209,357
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,158,7,172,60
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,170,24,202,65
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,172,27,199,47
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,188,78,206,101
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,203,57,225,100
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,204,86,222,120
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,208,86,224,110
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,228,57,251,109
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,229,77,249,135
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,251,62,272,125
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,276,33,287,117
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,282,156,324,284
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,294,36,318,113
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,319,43,332,114
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,324,61,341,119
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,326,243,361,368
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,327,126,368,259
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,338,71,361,134
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,348,164,386,250
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,359,69,381,166
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,386,197,415,282
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,402,14,415,44
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,405,89,415,120
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,210,111,415
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,10,119,69
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,3,57,143,146
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,28,135,325,299
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,129,33,283,120
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,193,0,283,46
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,351,40,415,84
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,357,55,414,120
image_000000369_jpg.rf.2b1ef672610f21c460c27bbddce76e80,210,197,240,252
image_000000369_jpg.rf.2b1ef672610f21c460c27bbddce76e80,327,101,415,415
image_000000369_jpg.rf.2b1ef672610f21c460c27bbddce76e80,77,182,356,355
image_000000379_jpg.rf.610ed0b4a38c3f335495ce843e2b3c3e,98,0,319,382
image_000000379_jpg.rf.610ed0b4a38c3f335495ce843e2b3c3e,241,32,264,48
image_000000379_jpg.rf.610ed0b4a38c3f335495ce843e2b3c3e,244,31,256,42
image_000000379_jpg.rf.610ed0b4a38c3f335495ce843e2b3c3e,262,26,288,39
image_000000379_jpg.rf.610ed0b4a38c3f335495ce843e2b3c3e,264,25,295,45
image_000000379_jpg.rf.610ed0b4a38c3f335495ce843e2b3c3e,369,12,396,52
image_000000379_jpg.rf.610ed0b4a38c3f335495ce843e2b3c3e,20,55,108,95
image_000000379_jpg.rf.610ed0b4a38c3f335495ce843e2b3c3e,86,48,227,97
image_000000383_jpg.rf.4a07b07ef56d5b57ae51772812e4c911,111,93,135,188
image_000000383_jpg.rf.4a07b07ef56d5b57ae51772812e4c911,225,135,293,289
image_000000383_jpg.rf.4a07b07ef56d5b57ae51772812e4c911,159,145,370,274
image_000000383_jpg.rf.4a07b07ef56d5b57ae51772812e4c911,369,173,415,226
image_000000383_jpg.rf.4a07b07ef56d5b57ae51772812e4c911,385,218,415,297
image_000000388_jpg.rf.519bd209b16a138d6e5630e747a98d16,281,9,305,85
image_000000388_jpg.rf.519bd209b16a138d6e5630e747a98d16,0,103,67,215
image_000000388_jpg.rf.519bd209b16a138d6e5630e747a98d16,40,19,381,375
image_000000393_jpg.rf.00720bf5e111031fdd64466ecf991bd3,228,139,245,166
image_000000393_jpg.rf.00720bf5e111031fdd64466ecf991bd3,257,143,267,162
image_000000393_jpg.rf.00720bf5e111031fdd64466ecf991bd3,285,141,311,192
image_000000393_jpg.rf.00720bf5e111031fdd64466ecf991bd3,365,150,393,189
image_000000393_jpg.rf.00720bf5e111031fdd64466ecf991bd3,370,162,379,184
image_000000393_jpg.rf.00720bf5e111031fdd64466ecf991bd3,403,162,414,210
image_000000393_jpg.rf.00720bf5e111031fdd64466ecf991bd3,0,160,166,415
image_000000393_jpg.rf.00720bf5e111031fdd64466ecf991bd3,1,128,71,186
image_000000393_jpg.rf.00720bf5e111031fdd64466ecf991bd3,56,140,199,236
image_000000393_jpg.rf.00720bf5e111031fdd64466ecf991bd3,206,161,308,284
image_000000400_jpg.rf.5b390894ed29883675222db353e429e3,23,96,399,397
image_000000400_jpg.rf.5b390894ed29883675222db353e429e3,1,138,48,217
image_000000400_jpg.rf.5b390894ed29883675222db353e429e3,206,148,227,172
image_000000400_jpg.rf.5b390894ed29883675222db353e429e3,228,155,254,184
image_000000400_jpg.rf.5b390894ed29883675222db353e429e3,247,94,314,180
image_000000404_jpg.rf.d264f621dcd955a4709a191f91f2dafe,204,186,354,339
image_000000404_jpg.rf.d264f621dcd955a4709a191f91f2dafe,131,100,190,367
image_000000404_jpg.rf.d264f621dcd955a4709a191f91f2dafe,206,176,224,216
image_000000404_jpg.rf.d264f621dcd955a4709a191f91f2dafe,211,106,230,143
image_000000404_jpg.rf.d264f621dcd955a4709a191f91f2dafe,0,156,101,275
image_000000404_jpg.rf.d264f621dcd955a4709a191f91f2dafe,31,193,163,330
image_000000404_jpg.rf.d264f621dcd955a4709a191f91f2dafe,311,197,415,301
image_000000417_jpg.rf.b78779c249f271b4bbcafceea0ae6297,204,262,313,394
image_000000417_jpg.rf.b78779c249f271b4bbcafceea0ae6297,110,273,138,350
image_000000417_jpg.rf.b78779c249f271b4bbcafceea0ae6297,133,274,155,345
image_000000417_jpg.rf.b78779c249f271b4bbcafceea0ae6297,160,278,213,343
image_000000420_jpg.rf.f7859d325764f2b8fff26519df6a7048,90,10,402,415
image_000000420_jpg.rf.f7859d325764f2b8fff26519df6a7048,293,87,333,113
image_000000420_jpg.rf.f7859d325764f2b8fff26519df6a7048,345,78,388,110
image_000000420_jpg.rf.f7859d325764f2b8fff26519df6a7048,382,78,414,97
image_000000423_jpg.rf.dcf75c134e1aa53317b3fc02098e35cc,89,30,280,409
image_000000423_jpg.rf.dcf75c134e1aa53317b3fc02098e35cc,310,124,326,200
image_000000423_jpg.rf.dcf75c134e1aa53317b3fc02098e35cc,357,122,370,171
image_000000423_jpg.rf.dcf75c134e1aa53317b3fc02098e35cc,277,138,313,178
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,90,226,96,239
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,94,233,108,282
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,102,231,107,240
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,107,231,120,281
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,121,231,139,309
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,128,225,135,235
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,132,234,144,300
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,139,225,147,248
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,143,232,149,292
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,148,236,156,302
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,151,229,172,304
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,153,226,159,237
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,155,234,178,314
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,172,234,184,300
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,175,226,190,243
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,186,230,204,311
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,196,230,205,292
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,208,233,218,294
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,212,230,235,312
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,399,226,415,314
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,0,222,64,286
image_000000435_jpg.rf.7dedd5d9aa53159ad5841bcabe40f4e6,91,153,105,209
image_000000435_jpg.rf.7dedd5d9aa53159ad5841bcabe40f4e6,119,144,130,170
image_000000435_jpg.rf.7dedd5d9aa53159ad5841bcabe40f4e6,261,171,284,249
image_000000435_jpg.rf.7dedd5d9aa53159ad5841bcabe40f4e6,0,160,28,182
image_000000435_jpg.rf.7dedd5d9aa53159ad5841bcabe40f4e6,0,163,51,208
image_000000435_jpg.rf.7dedd5d9aa53159ad5841bcabe40f4e6,0,193,51,279
image_000000435_jpg.rf.7dedd5d9aa53159ad5841bcabe40f4e6,146,149,171,176
image_000000435_jpg.rf.7dedd5d9aa53159ad5841bcabe40f4e6,260,154,345,205
image_000000435_jpg.rf.7dedd5d9aa53159ad5841bcabe40f4e6,366,146,393,158
image_000000435_jpg.rf.7dedd5d9aa53159ad5841bcabe40f4e6,375,155,411,183
image_000000435_jpg.rf.7dedd5d9aa53159ad5841bcabe40f4e6,385,142,415,162
image_000000438_jpg.rf.c98f03d99a01411cabadc928a66f60f3,179,202,241,353
image_000000438_jpg.rf.c98f03d99a01411cabadc928a66f60f3,115,212,271,257
image_000000438_jpg.rf.c98f03d99a01411cabadc928a66f60f3,273,199,415,256
