image_name,class_label,xmin,ymin,xmax,ymax
image_000000349_jpg.rf.6ca65cc6dfba3514ff08a2be5857a628,0,209,183,231,303
image_000000349_jpg.rf.6ca65cc6dfba3514ff08a2be5857a628,0,225,183,269,381
image_000000349_jpg.rf.6ca65cc6dfba3514ff08a2be5857a628,0,270,202,291,282
image_000000349_jpg.rf.6ca65cc6dfba3514ff08a2be5857a628,0,353,196,386,326
image_000000349_jpg.rf.6ca65cc6dfba3514ff08a2be5857a628,0,390,183,415,324
image_000000349_jpg.rf.6ca65cc6dfba3514ff08a2be5857a628,1,0,178,18,217
image_000000349_jpg.rf.6ca65cc6dfba3514ff08a2be5857a628,1,30,194,110,241
image_000000349_jpg.rf.6ca65cc6dfba3514ff08a2be5857a628,1,289,206,355,260
image_000000349_jpg.rf.6ca65cc6dfba3514ff08a2be5857a628,1,377,208,415,282
image_000000353_jpg.rf.f50037d3136de5c6fcb6e9c62b7be2d7,0,297,82,398,274
image_000000353_jpg.rf.f50037d3136de5c6fcb6e9c62b7be2d7,0,10,95,107,289
image_000000353_jpg.rf.f50037d3136de5c6fcb6e9c62b7be2d7,1,81,150,384,287
image_000000360_jpg.rf.710ec224ff9d2a00e638aac586b4ff65,0,107,191,148,324
image_000000360_jpg.rf.710ec224ff9d2a00e638aac586b4ff65,0,157,165,184,317
image_000000360_jpg.rf.710ec224ff9d2a00e638aac586b4ff65,0,245,175,286,329
image_000000360_jpg.rf.710ec224ff9d2a00e638aac586b4ff65,0,300,178,332,252
image_000000360_jpg.rf.710ec224ff9d2a00e638aac586b4ff65,1,46,203,96,260
image_000000360_jpg.rf.710ec224ff9d2a00e638aac586b4ff65,1,81,181,204,269
image_000000360_jpg.rf.710ec224ff9d2a00e638aac586b4ff65,1,160,193,314,293
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,93,236,139,407
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,0,59,16,177
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,5,50,23,102
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,10,0,31,35
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,12,119,62,246
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,35,84,70,135
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,44,114,78,186
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,58,160,80,207
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,62,0,79,26
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,75,78,98,184
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,88,78,117,164
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,98,23,112,60
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,112,170,138,211
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,138,246,188,415
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,156,197,209,357
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,158,7,172,60
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,170,24,202,65
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,172,27,199,47
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,188,78,206,101
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,203,57,225,100
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,204,86,222,120
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,208,86,224,110
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,228,57,251,109
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,229,77,249,135
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,251,62,272,125
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,276,33,287,117
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,282,156,324,284
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,294,36,318,113
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,319,43,332,114
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,324,61,341,119
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,326,243,361,368
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,327,126,368,259
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,338,71,361,134
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,348,164,386,250
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,359,69,381,166
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,386,197,415,282
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,402,14,415,44
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,0,405,89,415,120
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,1,0,210,111,415
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,1,0,10,119,69
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,1,3,57,143,146
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,1,28,135,325,299
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,1,129,33,283,120
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,1,193,0,283,46
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,1,351,40,415,84
image_000000361_jpg.rf.962e403952836d1b6160ca84158ff2fc,1,357,55,414,120
image_000000369_jpg.rf.2b1ef672610f21c460c27bbddce76e80,0,210,197,240,252
image_000000369_jpg.rf.2b1ef672610f21c460c27bbddce76e80,0,327,101,415,415
image_000000369_jpg.rf.2b1ef672610f21c460c27bbddce76e80,1,77,182,356,355
image_000000379_jpg.rf.610ed0b4a38c3f335495ce843e2b3c3e,0,98,0,319,382
image_000000379_jpg.rf.610ed0b4a38c3f335495ce843e2b3c3e,0,241,32,264,48
image_000000379_jpg.rf.610ed0b4a38c3f335495ce843e2b3c3e,0,244,31,256,42
image_000000379_jpg.rf.610ed0b4a38c3f335495ce843e2b3c3e,0,262,26,288,39
image_000000379_jpg.rf.610ed0b4a38c3f335495ce843e2b3c3e,0,264,25,295,45
image_000000379_jpg.rf.610ed0b4a38c3f335495ce843e2b3c3e,0,369,12,396,52
image_000000379_jpg.rf.610ed0b4a38c3f335495ce843e2b3c3e,1,20,55,108,95
image_000000379_jpg.rf.610ed0b4a38c3f335495ce843e2b3c3e,1,86,48,227,97
image_000000383_jpg.rf.4a07b07ef56d5b57ae51772812e4c911,0,111,93,135,188
image_000000383_jpg.rf.4a07b07ef56d5b57ae51772812e4c911,0,225,135,293,289
image_000000383_jpg.rf.4a07b07ef56d5b57ae51772812e4c911,1,159,145,370,274
image_000000383_jpg.rf.4a07b07ef56d5b57ae51772812e4c911,1,369,173,415,226
image_000000383_jpg.rf.4a07b07ef56d5b57ae51772812e4c911,1,385,218,415,297
image_000000388_jpg.rf.519bd209b16a138d6e5630e747a98d16,0,281,9,305,85
image_000000388_jpg.rf.519bd209b16a138d6e5630e747a98d16,1,0,103,67,215
image_000000388_jpg.rf.519bd209b16a138d6e5630e747a98d16,1,40,19,381,375
image_000000393_jpg.rf.00720bf5e111031fdd64466ecf991bd3,0,228,139,245,166
image_000000393_jpg.rf.00720bf5e111031fdd64466ecf991bd3,0,257,143,267,162
image_000000393_jpg.rf.00720bf5e111031fdd64466ecf991bd3,0,285,141,311,192
image_000000393_jpg.rf.00720bf5e111031fdd64466ecf991bd3,0,365,150,393,189
image_000000393_jpg.rf.00720bf5e111031fdd64466ecf991bd3,0,370,162,379,184
image_000000393_jpg.rf.00720bf5e111031fdd64466ecf991bd3,0,403,162,414,210
image_000000393_jpg.rf.00720bf5e111031fdd64466ecf991bd3,1,0,160,166,415
image_000000393_jpg.rf.00720bf5e111031fdd64466ecf991bd3,1,1,128,71,186
image_000000393_jpg.rf.00720bf5e111031fdd64466ecf991bd3,1,56,140,199,236
image_000000393_jpg.rf.00720bf5e111031fdd64466ecf991bd3,1,206,161,308,284
image_000000400_jpg.rf.5b390894ed29883675222db353e429e3,1,23,96,399,397
image_000000400_jpg.rf.5b390894ed29883675222db353e429e3,0,1,138,48,217
image_000000400_jpg.rf.5b390894ed29883675222db353e429e3,0,206,148,227,172
image_000000400_jpg.rf.5b390894ed29883675222db353e429e3,0,228,155,254,184
image_000000400_jpg.rf.5b390894ed29883675222db353e429e3,0,247,94,314,180
image_000000404_jpg.rf.d264f621dcd955a4709a191f91f2dafe,1,204,186,354,339
image_000000404_jpg.rf.d264f621dcd955a4709a191f91f2dafe,0,131,100,190,367
image_000000404_jpg.rf.d264f621dcd955a4709a191f91f2dafe,0,206,176,224,216
image_000000404_jpg.rf.d264f621dcd955a4709a191f91f2dafe,0,211,106,230,143
image_000000404_jpg.rf.d264f621dcd955a4709a191f91f2dafe,1,0,156,101,275
image_000000404_jpg.rf.d264f621dcd955a4709a191f91f2dafe,1,31,193,163,330
image_000000404_jpg.rf.d264f621dcd955a4709a191f91f2dafe,1,311,197,415,301
image_000000417_jpg.rf.b78779c249f271b4bbcafceea0ae6297,1,204,262,313,394
image_000000417_jpg.rf.b78779c249f271b4bbcafceea0ae6297,0,110,273,138,350
image_000000417_jpg.rf.b78779c249f271b4bbcafceea0ae6297,0,133,274,155,345
image_000000417_jpg.rf.b78779c249f271b4bbcafceea0ae6297,1,160,278,213,343
image_000000420_jpg.rf.f7859d325764f2b8fff26519df6a7048,0,90,10,402,415
image_000000420_jpg.rf.f7859d325764f2b8fff26519df6a7048,1,293,87,333,113
image_000000420_jpg.rf.f7859d325764f2b8fff26519df6a7048,1,345,78,388,110
image_000000420_jpg.rf.f7859d325764f2b8fff26519df6a7048,1,382,78,414,97
image_000000423_jpg.rf.dcf75c134e1aa53317b3fc02098e35cc,0,89,30,280,409
image_000000423_jpg.rf.dcf75c134e1aa53317b3fc02098e35cc,0,310,124,326,200
image_000000423_jpg.rf.dcf75c134e1aa53317b3fc02098e35cc,0,357,122,370,171
image_000000423_jpg.rf.dcf75c134e1aa53317b3fc02098e35cc,1,277,138,313,178
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,0,90,226,96,239
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,0,94,233,108,282
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,0,102,231,107,240
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,0,107,231,120,281
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,0,121,231,139,309
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,0,128,225,135,235
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,0,132,234,144,300
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,0,139,225,147,248
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,0,143,232,149,292
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,0,148,236,156,302
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,0,151,229,172,304
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,0,153,226,159,237
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,0,155,234,178,314
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,0,172,234,184,300
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,0,175,226,190,243
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,0,186,230,204,311
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,0,196,230,205,292
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,0,208,233,218,294
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,0,212,230,235,312
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,0,399,226,415,314
image_000000432_jpg.rf.720b1baed9304fe04ffbbc223055cd9f,1,0,222,64,286
image_000000435_jpg.rf.7dedd5d9aa53159ad5841bcabe40f4e6,0,91,153,105,209
image_000000435_jpg.rf.7dedd5d9aa53159ad5841bcabe40f4e6,0,119,144,130,170
image_000000435_jpg.rf.7dedd5d9aa53159ad5841bcabe40f4e6,0,261,171,284,249
image_000000435_jpg.rf.7dedd5d9aa53159ad5841bcabe40f4e6,1,0,160,28,182
image_000000435_jpg.rf.7dedd5d9aa53159ad5841bcabe40f4e6,1,0,163,51,208
image_000000435_jpg.rf.7dedd5d9aa53159ad5841bcabe40f4e6,1,0,193,51,279
image_000000435_jpg.rf.7dedd5d9aa53159ad5841bcabe40f4e6,1,146,149,171,176
image_000000435_jpg.rf.7dedd5d9aa53159ad5841bcabe40f4e6,1,260,154,345,205
image_000000435_jpg.rf.7dedd5d9aa53159ad5841bcabe40f4e6,1,366,146,393,158
image_000000435_jpg.rf.7dedd5d9aa53159ad5841bcabe40f4e6,1,375,155,411,183
image_000000435_jpg.rf.7dedd5d9aa53159ad5841bcabe40f4e6,1,385,142,415,162
image_000000438_jpg.rf.c98f03d99a01411cabadc928a66f60f3,0,179,202,241,353
image_000000438_jpg.rf.c98f03d99a01411cabadc928a66f60f3,1,115,212,271,257
image_000000438_jpg.rf.c98f03d99a01411cabadc928a66f60f3,1,273,199,415,256
